artist.name,title,terms,song_num,artist.hotttnesss,bars_start,beats_start,duration,end_of_fade_in,familiarity,key,latitude,longitude,loudness,mode,start_of_fade_out,tatums_start,tempo,time_signature,year
This Is Hell,REALIZATION: REMORSE,post-hardcore,4876,0.492132221,1.26478,0.54697,106.39628,0,0.677550149,6,37.15735675,-63.93335787,-5.726,1,106.396,0.06398,83.335,3,2008
Donna The Buffalo,Visitor,zydeco,4877,0.374530029,0.28315,0.28315,251.42812,0.403,0.575532412,0,37.15735675,-63.93335787,-12.667,1,243.955,0.10661,172.076,1,0
Soulwax,Soul Simplicity,dance rock,4878,0.501825944,1.40601,1.40601,274.78159,4.812,0.803087355,11,51.05563,3.72856,-9.061,1,265.346,1.05039,96.02,4,1996
Mae West,Put It Off Until Tomorrow,modern rock,4879,0.321713204,0.08313,0.08313,150.49098,0,0.467620476,2,40.65507,-73.94888,-16.198,0,143.18,0.08313,101.276,7,2006
Mayday,Groundhog Day f/Cee-Lo Green & DJ Craze,folk-pop,4880,0.396094372,0.70608,0.36822,233.84771,0,0.569477757,5,31.1689,-100.07715,-5.646,0,228.879,0.19929,178.719,4,0
Aerosmith,Livin' On The Edge,blues-rock,4881,0.610731463,0.08715,0.08715,324.07465,0,0.872536599,2,37.15735675,-63.93335787,-5.746,1,324.075,0.08715,101.66,4,1993
Sister Hazel,Come Around (Acoustic),post-grunge,4882,0.509878708,0.07994,0.07994,283.48036,0,0.731065756,9,37.15735675,-63.93335787,-6.594,1,283.48,0.07994,195.633,4,0
David Andreu,El Sabor lo Pongo Yo,rumba,4883,0,1.62731,0.27685,250.56608,0,0.30794885,11,37.15735675,-63.93335787,-6.063,0,240.042,0.14143,222.02,7,0
SNAP!,Mary Had A Little Boy (Maestro Mix),pop rap,4884,0.463900095,0.62921,0.13253,327.78404,0.363,0.71881021,6,51.16418,10.45415,-10.232,1,324.441,0.13253,121.102,4,1996
Irwin Goodman,Onni,german pop,4885,0.43280431,0.29795,0.29795,231.47057,3.727,0.517480572,4,60.99655,24.49511,-5.752,1,217.977,0.10014,151.004,1,1978
Rise Against,1000 Good Intentions,hardcore punk,4886,0.625080481,0.08992,0.08992,187.66322,0,0.847081688,9,37.15735675,-63.93335787,-5.794,1,187.663,0.08992,155.411,1,2001
Rishi Rich,Jaan - Interlude,bhangra,4887,0.33137317,1.51321,0.26096,45.45261,0.212,0.492669503,11,37.15735675,-63.93335787,-10.817,0,45.453,0.09957,95.985,4,2006
Lizzy Borden,Zanzibar,heavy metal,4888,0.419967936,0.60591,0.28482,386.66404,8.052,0.609819761,8,34.05349,-118.24532,-4.151,1,369.023,0.12428,186.075,3,2000
Eliane Elias,All The Things You Are,brazilian jazz,4889,0.427914247,0.88032,0.18398,201.22077,0.303,0.669726188,5,-23.56287,-46.65466,-28.25,0,186.027,0.18398,176.138,3,1995
Clay Crosse,I Surrender All,ccm,4890,0.414011295,0.79211,0.35068,286.74567,2.444,0.565604753,2,37.15735675,-63.93335787,-7.997,1,274.309,0.12885,134.864,4,1998
Mikey General,I'm Wondering,dancehall,4891,0.418736205,1.75653,0.39346,220.73424,0,0.515455654,1,18.11526,-77.27348,-13.333,1,210.977,0.06033,87.858,4,0
Snowgoons,Starlight,los angeles,4892,0.461345852,1.01,0.49433,232.75057,0.09,0.649583107,3,49.01037,8.4092,-2.42,0,228.421,0.14369,104.705,4,2008
Gorillaz,White Light,hip hop,4893,0.605191153,0.38343,0.38343,128.41751,2.107,0.775086058,2,37.15735675,-63.93335787,-7.766,1,124.72,0.19132,154.873,4,2005
Hef feat. Big2 & Dio,Gedroomd,screamo,4894,0.405354092,0.96354,0.37569,219.29751,0,0.414242083,6,37.15735675,-63.93335787,-9.909,0,205.311,0.08105,102.374,4,2009
All Girl Summer Fun Band,Everything I Need,pop rock,4895,0.369870107,0.59409,0.59409,212.84526,0,0.537532968,0,37.15735675,-63.93335787,-10.187,1,197.474,0.59409,139.967,1,2008
Sergio Franchi,Cuore Appassionato,ballad,4896,0.232748678,1.02541,0.51989,199.73179,0.067,0.421960437,5,42.50382,12.57347,-13.148,1,197.526,0.26776,118.137,4,0
2 Minutos,Cancion De Amor,skate punk,4897,0.37246298,1.10352,0.45675,124.39465,0,0.591846288,9,37.15735675,-63.93335787,-4.861,0,124.395,0.24295,97.546,4,1999
Carolyn Arends,Last Thursday (Call Me Crazy),ccm,4898,0.378208271,0.14484,0.14484,204.01587,0.375,0.494269055,0,49.38426,-84.75627,-9.819,1,192.493,0.14484,106.963,4,0
The Strokes,Between Love & Hate,indie rock,4899,0.587194102,0.18241,0.18241,191.29424,0,0.80704348,9,40.71455,-74.00712,-4.689,1,175.543,0.18241,104.208,5,2003
EPMD / Nocturnal,Dungeon Master,hip hop,4900,0.453850265,0.94215,0.26076,204.5122,0.206,0.698291624,6,37.15735675,-63.93335787,-6.866,1,189.057,0.09041,180.823,4,1997
Steve Smith,Blue Cave,jazz funk,4901,0.407924701,0.87984,0.44365,404.45342,0.189,0.579137536,0,42.08317,-71.01724,-30.676,0,369.046,0.22555,138.39,4,0
Sugar Minott,Walking Through the Ghetto,roots reggae,4902,0.386289651,0.54042,0.17348,186.8273,0.313,0.606975737,7,18.01571,-76.79731,-6.975,1,177.627,0.17348,164.93,4,1979
Jacques Dutronc,Laquelle Des Deux Est La Plus Snob,chanson,4903,0.454541929,0.10781,0.10781,152.76363,4.307,0.612953154,5,48.85692,2.34121,-9.774,1,150.013,0.10781,126.968,3,1969
Juan Carlos Baglietto,Estas Listo,tango,4904,0.386630837,0.86909,0.22134,274.99057,4.452,0.540881349,7,37.15735675,-63.93335787,-13.592,1,263.657,0.06061,93.008,4,0
Natassa Theodoridou,Endeka Para,pop folk,4905,0.303189557,1.26724,0.56474,254.69342,0.309,0.344165049,1,37.15735675,-63.93335787,-8.851,0,246.996,0.56474,178.021,4,0
The Sonics,Near My Soul,rock 'n roll,4906,0.449608088,0.85449,0.43717,164.362,0.168,0.653340693,6,47.25513,-122.44165,-9.796,1,151.731,0.22414,158.84,3,1996
Lisa Lisa & Cult Jam,Something 'Bout Love,freestyle,4907,0.364367567,1.18579,0.61934,302.75873,0,0.522693398,0,37.15735675,-63.93335787,-8.517,1,294.168,0.20284,107.778,4,1997
Nick Ingman,Sangha the Outcast,jazz funk,4908,0.31853603,1.37039,0.84204,167.33995,2.792,0.4074304,0,51.50632,-0.12714,-19.817,1,156.328,0.57916,115.124,5,0
Britney Spears,My Prerogative,dance pop,4909,0.631289508,0.8023,0.26493,213.18485,0.235,0.947327507,1,34.05349,-118.24532,-6.451,1,208.417,0.26493,110.993,4,2004
Tony Joe White,Ol' Mother Earth (Album Version),country rock,4910,0.403509673,0.92704,0.43235,187.32363,0.359,0.624723768,11,32.77942,-91.56123,-23.012,0,176.222,0.1844,126.241,4,0
DJ Phiene,Bass Fanactiks,ghetto tech,4911,0.279395876,0.37544,0.37544,240.92689,0,0.435455957,4,37.15735675,-63.93335787,-10.706,0,234.568,0.19402,165.023,4,0
Gary Moore,All Your Love [Live 1999],blues-rock,4912,0.467110649,0.46113,0.46113,272.16934,0,0.761362238,9,54.5958,-5.93494,-5.457,1,267.459,0.18402,110.768,4,0
D:Fuse vs The Scumfrog,Stereo + Video,progressive house,4913,0.305734031,0.93855,0.47587,534.62159,0.096,0.53742531,7,30.2676,-97.74298,-4.757,1,530.982,0.47587,130.018,4,0
Pat Travers,Bazooka,blues-rock,4914,0.384018129,1.27598,1.27598,221.93587,7.1,0.565971267,1,43.64856,-79.38533,-6.236,1,197.782,1.1063,182.949,3,0
Halfway to Gone,Black Night,southern rock,4915,0.353532628,0.65945,0.23612,210.07628,0.183,0.50710874,8,37.15735675,-63.93335787,-5.061,1,196.737,0.23612,141.63,4,2004
Kuba,Geh,easy listening,4916,0.371934516,0.17173,0.17173,222.04036,0.119,0.581691861,11,56.87546,24.6075,-3.441,0,217.379,0.17173,90.777,1,0
Shawn Colvin,Cry Like An Angel,country rock,4917,0.446732968,0.31845,0.31845,290.11546,0.083,0.685502832,0,42.78668,-96.92803,-12.798,1,272.341,0.14012,167.772,4,1989
John Sebastian,Waiting For A Train [Live],folk rock,4918,0.341288723,0.43023,0.43023,169.84771,0,0.518743959,0,53.79449,-1.54658,-19.869,1,164.432,0.07662,91.802,3,0
Loketo,Menssa,soukous,4919,0.274741896,0.94387,0.4227,291.3171,0,0.34955771,0,37.15735675,-63.93335787,-12.16,1,278.663,0.03216,114.888,4,0
John Frizzell,Carrie's Theme,soundtrack,4920,0.366905853,2.27104,1.60724,100.75383,1.216,0.432839367,2,37.15735675,-63.93335787,-29.999,0,91.539,1.27779,91.434,4,2009
Cockney Rejects,Oi! Oi! Oi!,oi,4921,0.428650989,1.50434,1.50434,204.93016,1.232,0.608824806,2,52.88356,-1.97406,-6.971,1,192.18,1.17816,92.957,1,1997
Esa Pakarinen,Miina ja Mikko markkinoilla,oldies,4922,0.32288249,2.82705,2.15042,119.27465,2.159,0.413165862,2,37.15735675,-63.93335787,-13.305,1,115.264,1.97749,178.936,4,1990
New Roanoke Jug Band,I've Been Cryin' Since You've Been Gone,jug band,4923,0.320789935,1.72751,0.39753,216.81587,0.31,0.418381812,4,38.00335,-79.77127,-12.241,1,212.602,0.39753,92.932,4,0
Nickelback featuring Kid Rock,Saturday Night's Alright (For Fighting),alternative metal,4924,0.779968005,0.62394,0.24958,223.99955,0.409,0.847451713,7,49.26044,-123.11403,-3.709,1,218.511,0.05716,156.005,4,2003
SKYCLAD,The One Piece Puzzle,folk rock,4925,0.429545085,1.12126,0.39751,361.24689,0,0.592699548,2,37.15735675,-63.93335787,-8.294,0,361.247,0.21882,167.504,3,1994
Loudermilk,Mai,post-grunge,4926,0.31318008,0.96133,0.42042,272.03873,0,0.472468368,6,37.15735675,-63.93335787,-6.564,1,265.282,0.15195,112.398,4,2002
Billie Jo Spears,What I've Got In Mind,classic country,4927,0.384611084,1.47472,0.44584,175.20281,0.154,0.523714637,0,30.08615,-94.10158,-12.551,1,162.36,0.19295,119.053,4,1976
Jazz Crusaders,Soul Etouffe,jazz funk,4928,0.349981054,1.48857,0.19449,267.91138,0.135,0.449689259,5,37.15735675,-63.93335787,-8.945,0,254.247,0.19449,93.368,4,0
Esion Jim,Never-ending,downtempo,4929,0.258505161,1.13139,0.50431,439.64036,4.191,0.360078066,7,37.15735675,-63.93335787,-7.531,1,431.792,0.03693,96.002,4,0
Joe Grushecky,How Long,heartland rock,4930,0,0.12945,0.12945,313.3122,0,0.503002306,9,37.15735675,-63.93335787,-6.742,1,307.751,0.12945,85.312,4,0
Mariano Yanani,Cancion De Cuna_ Op. 49_ No. 4 (Brahms),lullaby,4931,0.3138661,6.06467,0.29573,124.83873,0.345,0.379734512,5,37.15735675,-63.93335787,-16.069,1,118.549,0.29573,68.311,5,0
Les Ogres De Barback,Dubrovnic,chanson,4932,0.437964733,1.23649,0.51587,212.13995,0,0.652367864,0,37.15735675,-63.93335787,-4.727,0,212.14,0.27405,86.092,3,0
UFO,Out In The Street,heavy metal,4933,0.453399083,0.69268,0.69268,313.7824,0.299,0.681130242,2,34.16788,-111.9307,-10.534,1,301.79,0.44552,86.595,1,0
Gene Simmons,Haunted House,hard rock,4934,0.370138414,1.50187,1.50187,155.11465,1.025,0.556531086,9,37.15735675,-63.93335787,-10.313,1,148.805,1.19976,96.737,1,1987
Crematorium,A Disconsolate Winter Landscape,death core,4935,0.305093198,0.49321,0.49321,164.44036,0,0.548674175,8,37.15735675,-63.93335787,-17.124,0,158.79,0.26386,86.633,1,0
Los Fabulosos,Galopera,ska,4936,0.521726648,0.58813,0.58813,170.26567,0,0.774037142,5,-34.60852,-58.37354,-14.553,1,163.126,0.58813,83.741,4,0
Geoff Muldaur,Tennessee Blues (Album Version),samba,4937,0.29843473,2.41716,1.78454,217.88689,1.402,0.428061659,7,-22.97673,-43.19508,-26.772,1,197.486,1.78454,82.759,3,2008
Drag-On / DMX,Niggas Die 4 Me,rap,4938,0.370329865,1.05222,0.47763,232.82893,0.16,0.592665335,10,37.15735675,-63.93335787,-6.051,1,220.212,0.18338,102.889,4,0
Memphis Sheiks,Diamond In The Bluff,country blues,4939,0,0.67965,0.30217,282.33098,0.334,0.35967774,9,37.15735675,-63.93335787,-16.547,1,275.992,0.11342,173.661,4,0
Don Gibson,Release Me,country rock,4940,0.379651219,1.01875,0.33192,184.68526,0.297,0.540750151,7,37.15735675,-63.93335787,-20.691,1,174.631,0.10335,87.806,4,1960
John Mayall & The Bluesbreakers,Nature's Disappearing,blues-rock,4941,0.405234691,0.79792,0.1386,292.91057,0.413,0.626803106,6,37.15735675,-63.93335787,-9.11,0,289.808,0.1386,89.949,4,2010
Take It Back!,These Days,melodic hardcore,4942,0.461230677,1.04066,0.17186,204.90404,0.322,0.751216348,3,36.0632,-94.15791,-4.696,0,197.683,0.17186,135.264,4,2008
Tony Murena,Mambo Italiano,chanson,4943,0.291449548,0.1811,0.1811,155.14077,0,0.359297439,1,37.15735675,-63.93335787,-10.631,1,147.586,0.04323,213.995,1,0
Fever Ray,When I Grow Up,electronic,4944,0.529166983,1.43053,0.45421,556.06812,0,0.713782886,9,37.15735675,-63.93335787,-6.817,0,538.674,0.21063,122.984,5,2009
Philip Bailey,Silent Night,jazz funk,4945,0.334072669,0.12914,0.12914,210.93832,0.252,0.513264476,7,37.15735675,-63.93335787,-14.064,1,204.359,0.12914,160.313,4,1998
Neviss,Spain,british pop,4946,0.270025245,0.36812,0.36812,169.66485,0.316,0.439789947,3,37.15735675,-63.93335787,-5.782,1,166.226,0.04998,94.318,4,2003
Chris Brown,I.Y.A.,r&b,4947,0.852186238,0.94965,0.03395,188.89098,3.855,0.892688611,5,37.15735675,-63.93335787,-6.969,1,174.225,0.03395,131.953,4,0
Sneaky Sound System,Lost In The Future,alternative dance,4948,0.447386029,0.87362,0.41318,225.82812,1.303,0.744844377,7,-33.86963,151.20695,-3.951,1,222.203,0.18238,130.053,4,2008
Little Eva,The Loco Motion,pop rock,4949,0.384549528,0.67897,0.67897,149.65506,0.177,0.590131052,0,35.21962,-80.01955,-3.375,0,138.739,0.21726,84.758,1,2000
Thrilla U,I Love You Baby,lovers rock,4950,0.322590158,0.49436,0.49436,226.95138,2.247,0.374041434,0,37.15735675,-63.93335787,-7.66,0,213.896,0.17572,92.017,4,0
Daft Punk,Da Funk,techno,4951,1.021255588,0.98798,0.44645,329.53424,0,0.90284076,5,37.15735675,-63.93335787,-5.019,0,311.025,0.175,111.201,4,1995
Joi,What If I Kissed You Right Now?,breakbeat,4952,0.360871465,0.31994,0.31994,288.65261,0.087,0.679011869,3,32.67828,-83.22295,-6.225,0,281.269,0.13322,159.991,4,0
Joy Division,Transmission - [The Factory_ Manchester Live 11 April 1980],alternative,4953,0.576294651,0.44665,0.09881,229.69424,0,0.764287183,1,37.15735675,-63.93335787,-6.525,0,223.086,0.09881,157.103,4,0
Janis Joplin,Raise Your Hand,blues-rock,4954,0.559925869,0.99923,0.50149,137.79546,3.164,0.803810768,9,37.15735675,-63.93335787,-12.436,1,137.795,0.25324,123.293,4,1988
Claire Hamill,Icicle Rain,new age,4955,0.35312499,1.00668,0.46354,313.05098,0.392,0.515847654,0,52.88356,-1.97406,-11.878,1,304.03,0.19399,111.856,4,0
The Tokens,Ill Always Love You,doo-wop,4956,0.407539019,1.17072,0.57746,149.34159,0.247,0.604282094,0,40.65507,-73.94888,-10.68,1,140.132,0.28669,101.809,3,1994
Bob Neuwirth,Great Escape (Good Intentions),singer-songwriter,4957,0.301502462,1.64072,0.53912,312.5024,0.466,0.434272038,2,40.71455,-74.00712,-11.393,1,303.787,0.26378,103.327,4,0
Shriekback,The Strongest Wind That Blows,alternative dance,4958,0.374791219,1.17869,0.48031,286.06649,0.444,0.547938241,10,37.15735675,-63.93335787,-12.519,0,277.583,0.12846,84.983,4,2005
The Marx Brothers,Main Title/Animal Crackers,vaudeville,4959,0.375652824,1.04996,0.47086,102.13832,0.408,0.423401377,0,40.71455,-74.00712,-13.742,0,102.138,0.47086,94.547,4,0
Marcelo Radulovich,Non-Stop Floater,experimental pop,4960,0,2.06605,0.39666,267.59791,2.229,0.473076881,0,37.15735675,-63.93335787,-11.054,1,267.598,0.18667,144.902,5,0
Nikos Xilouris,Ki An O Ageras Fisa,greek,4961,0,1.23525,0.63464,109.50485,0,0.460006628,7,37.15735675,-63.93335787,-11.134,1,103.207,0.63464,106.435,4,0
Kapelle Herrenweide,Nie mehr heim,humppa,4962,0.289191235,1.38365,0.14742,270.62812,0.101,0.063391824,4,37.15735675,-63.93335787,-12.325,0,248.947,0.14742,96.596,3,2009
Steel Pulse,House of Love,roots reggae,4963,0.502974636,0.06529,0.06529,261.35465,0.183,0.698452539,4,37.15735675,-63.93335787,-6.653,1,245.499,0.06529,168.242,4,1997
The Box Tops,People Make The World,blue-eyed soul,4964,0.417499645,0.57649,0.04483,148.61016,0.177,0.630630038,7,35.14968,-90.04892,-12.345,1,139.952,0.04483,110.771,3,1967
Gal Costa,Noites Cariocas (Minhas Noites Sem Sono),brazilian pop music,4965,0.437464554,0.03951,0.03951,189.57016,0.171,0.720823972,11,37.15735675,-63.93335787,-12.485,0,185.765,0.03951,177.281,1,0
Percy Faith,I Loves You Porgy,instrumental pop,4966,0.388112774,0.79683,0.79683,159.76444,2.914,0.566796475,5,43.64856,-79.38533,-16.445,1,152.561,0.45974,89.924,1,0
Daddy Yankee,Descontrol,reggaeton,4967,0.562506672,0.69293,0.69293,172.90404,0,0.908984296,1,18.22328,-66.42889,-4.064,1,169.744,0.36865,93.029,4,2010
The Shirrows,Jenny Jenny,freakbeat,4968,0,0.19093,0.19093,361.9522,0.485,0.044595915,4,37.15735675,-63.93335787,-5.417,1,356.153,0.19093,173.776,4,0
Busta Rhymes,Genesis,hip hop,4969,0.539644312,0.57066,0.06156,231.60118,0,0.809828092,1,37.15735675,-63.93335787,-10.067,0,226.975,0.06156,106.961,5,2001
John Cephas & Phil Wiggins,Twelve Gates To The City,piedmont blues,4970,0.314104479,0.43952,0.43952,158.30159,0.218,0.388096191,9,38.05157,-77.34762,-14.947,1,152.445,0.14674,101.863,1,0
Mazz,Con La Tinta De Mi Sangre,tejano,4971,0.358681693,0.96503,0.40388,183.562,0.37,0.527919316,7,37.15735675,-63.93335787,-10.295,1,177.331,0.13047,104.055,4,0
Mississippi Fred McDowell,You Gotta Move,delta blues,4972,0.385305378,1.46082,0.78959,226.37669,0.264,0.603268922,8,34.51042,-89.94049,-15.448,0,216.549,0.35914,69.347,4,1999
Loudon Wainwright III,How Old Are You,modern rock,4973,0.442765842,0.11689,0.11689,128.15628,0,0.661080168,9,35.91463,-79.05661,-16.117,1,124.285,0.11689,193.637,4,1994
Cancer Bats,Engine Skull,southern rock,4974,0.533842727,0.47075,0.47075,159.29424,0.136,0.689800593,5,43.64856,-79.38533,-3.276,1,156.45,0.19178,110.096,4,2009
Russ Taff,We Will Stand,ccm,4975,0.362116006,1.24576,0.28027,343.37914,0,0.482615302,2,37.15735675,-63.93335787,-9.193,1,343.379,0.28027,124.343,4,1998
Electric Light Orchestra,Indian Queen,art rock,4976,0.531399329,0.91464,0.91464,57.44281,2.119,0.79789001,1,52.47859,-1.9086,-21.488,1,52.547,0.59375,92.502,1,0
To My Surprise,Easy or Not (Album Version),experimental rock,4977,0.355022011,1.04056,0.24361,175.22893,0,0.480377153,7,41.58979,-93.61566,-2.17,1,169.918,0.04291,149.654,4,2003
The Del McCoury Band,Hillcrest Drive,bluegrass,4978,0.362218957,0.90381,0.14881,198.63465,0.297,0.608703568,11,37.15735675,-63.93335787,-8.61,1,189.812,0.14881,163.92,4,0
Sly Dunbar,Casava Piece Riddim,lovers rock,4979,0.276394576,0.61042,0.61042,225.07057,0.585,0.399889943,6,37.15735675,-63.93335787,-14.941,0,217.554,0.21335,88.489,1,0
Cockney Rejects,Easy Life (Live),oi,4980,0.428650989,0.21666,0.21666,176.01261,0,0.608824806,4,52.88356,-1.97406,-10.581,0,172.339,0.21666,138.836,4,1997
Orquesta Broadway,Principe Nino - Original,charanga,4981,0.341061399,1.23615,0.23174,421.35465,0.173,0.398858713,9,37.15735675,-63.93335787,-15.314,1,415.126,0.23174,115.521,4,1981
Sophie Tucker,Life Upon The Wicked Stage,vaudeville,4982,0.36091623,0.28401,0.28401,142.78485,0.165,0.451784406,5,59.46148,108.83178,-10.666,1,135.906,0.07365,135.021,4,0
Perrocker,Salsa pa tA,alternative,4983,0,0.52412,0.52412,304.1171,0,0.371975602,2,37.15735675,-63.93335787,-14.12,1,285.222,0.35825,125.226,5,0
Terry Muska,Lagrima,classical,4984,0,0.35657,0.35657,113.05751,0,0.113542933,4,31.1689,-100.07715,-17.609,1,113.058,0.35657,72.582,3,0
Why?,Sick 2 Think,hip hop,4985,0.47701979,0.7988,0.29143,118.38649,0,0.822034962,10,39.10644,-84.50469,-9.035,1,105.54,0.03901,119.983,4,0
Florida Boys,Mansion in the Sky,southern gospel,4986,0.23451976,0.11926,0.11926,114.62485,0.073,0.434026368,5,37.15735675,-63.93335787,-7.356,1,111.02,0.11926,96.622,4,0
HardNox,Going Out Tonight,alternative hip hop,4987,0.314644327,1.17505,0.21594,202.60526,0.16,0.513081378,11,37.77916,-122.42005,-4.897,1,199.535,0.21594,125.077,4,0
The Stooges,Studio Dialogue (#26),experimental rock,4988,0.497050959,1.60651,0.66648,16.92689,0.247,0.732603394,0,42.32807,-83.7336,-19.585,1,16.927,0.1975,67.03,4,0
Quadro Nuevo,Allez_ Glissez!,tango,4989,0.409244639,0.09037,0.09037,215.30077,0.168,0.53002231,7,37.15735675,-63.93335787,-10.232,1,200.818,0.09037,188.626,1,2002
Kanye West / Lupe Fiasco,Touch The Sky,hip hop,4990,1.082502557,0.86028,0.2976,236.72118,0.258,0.877213746,9,37.15735675,-63.93335787,-5.263,1,236.721,0.2976,106.825,4,2010
Headhunter,Don't Bogart,dubstep,4991,0.448452837,0.42724,0.42724,267.59791,4.005,0.60773432,8,37.15735675,-63.93335787,-6.536,1,261.143,0.21407,141.36,3,0
Sister Rosetta Tharpe,Oh The Joy That Came To Me,religious music,4992,0.360350448,0.74093,0.13809,84.11383,0.168,0.553104833,1,35.00459,-91.25019,-21.669,1,84.114,0.13809,100.399,4,0
Billy Price_ Fred Chapellier,Love and happiness,blues-rock,4993,0.293089232,1.44863,0.33982,356.93669,0.589,0,8,40.99471,-77.60454,-9.102,0,341.293,0.06192,106.492,4,0
DMZ,Don't Start Me Cryin' Now,dubstep,4994,0.327258977,0.33499,0.33499,151.87546,0,0.469991963,4,42.31256,-71.08868,-6.494,1,151.875,0.33499,101.926,1,0
Philip Glass,Concerto For Saxophone (Quartet Version): Movement IV,chamber music,4995,0.4662243,0.23581,0.23581,231.10485,0.532,0.711380096,0,39.29055,-76.6096,-14.383,0,222.679,0.06429,176.122,1,0
Agnostic Front,Come Alive,hardcore punk,4996,0.504307726,2.4,0.28738,122.17424,0.096,0.701441759,2,40.71455,-74.00712,-5.218,1,118.062,0.12566,185.453,7,2007
Bob Dylan,Trying To Get To Heaven,blues-rock,4997,0.633339909,1.45678,0.17821,320.70485,0.136,0.675384812,3,37.15735675,-63.93335787,-14.089,1,309.899,0.17821,94.161,4,1997
Frank Chacksfield & His Orchestra,Misty Valley,space age pop,4998,0.328237664,0.22901,0.22901,155.37587,3.274,0.338014664,0,37.15735675,-63.93335787,-19.61,1,144.155,0.22901,151.195,3,2001
Frl.Menke,Sehnsuchtsexpress,german pop,4999,0.310065425,1.48241,0.16397,217.20771,0.305,0.505009563,5,37.15735675,-63.93335787,-11.016,1,200.173,0.16397,90.954,4,0
The Rance Allen Group,Do Your Will (Album Version),jazz funk,5000,0.31401179,0.8586,0.30202,337.162,0.253,0.488008882,0,42.33168,-83.04792,-4.152,1,327.959,0.30202,105.994,4,0
Ramy Ayach,Heyya Heyya,pop folk,5001,0.322070547,1.91932,0.53781,239.80363,3.75,0.446603329,10,37.15735675,-63.93335787,-5.942,0,224.885,0.03841,88.015,4,0
Snow Patrol,Spitting Games,indie rock,5002,0.667294596,0.65205,0.65205,229.642,0,0.818319359,7,37.15735675,-63.93335787,-14.848,1,210.28,0.25456,74.576,1,2003
Theodor Zox,System of Play,tech house,5003,0.336106342,1.64549,0.21663,381.23057,0,0.486766782,2,37.15735675,-63.93335787,-11.941,1,375.548,0.21663,83.991,3,0
Flowin Immo et Les Freaqz,So hell mit Klause Duo,hip hop,5004,0.26173013,2.46831,0.45802,225.59302,15.186,0.369988124,11,37.15735675,-63.93335787,-7.486,0,217.763,0.21867,83.321,5,2009
Everly Brothers,Oh What A Feeling,rock 'n roll,5005,0.464156504,1.33685,0.54997,125.02159,0,0.575191769,7,35.83073,-85.97874,-15.036,1,114.248,0.16237,82.461,4,0
Rise Against,Drones,hardcore punk,5006,0.69616111,0.47476,0.47476,181.57669,0,0.821718693,3,37.15735675,-63.93335787,-3.696,0,176.721,0.33049,209.141,4,2006
Refractory,Check the bomb,vocal jazz,5007,0.441298077,1.99586,0.06403,358.89587,2.212,0.520267618,5,37.15735675,-63.93335787,-5.613,1,351.434,0.06403,123.96,5,0
Luis Alberto Spinetta,Llama y VerA!s,rock 'n roll,5008,0.439843854,0.0798,0.0798,209.47546,0.259,0.57763315,9,-34.60852,-58.37354,-16.079,1,196.836,0.0798,196.52,3,2001
Koffi Olomide,Elle Et Moi,zouk,5009,0.311617485,0.06184,0.06184,293.27628,0.281,0.453444931,7,37.15735675,-63.93335787,-8.756,1,279.998,0.06184,89.92,7,0
Eason Chan,Xiang Zai Le Huo,cantonese pop,5010,0.395217687,1.52609,0.33577,221.80526,0,0.555277224,11,37.15735675,-63.93335787,-8.698,0,217.269,0.03782,101.37,4,0
Various Production,Wot U Say,grime,5011,0.345109487,0.61959,0.20396,191.99955,0,0.547040707,7,37.15735675,-63.93335787,-8.862,0,177.876,0.20396,145.064,4,2008
Sex Pistols,Chatterbox,punk,5012,0.549204384,0.88141,0.06016,189.17832,0,0.73118423,0,37.15735675,-63.93335787,-14.683,0,189.178,0.06016,152.899,4,2004
Open Hand,Never Alone,post-grunge,5013,0.377828215,0.72016,0.72016,486.97424,2.339,0.614887588,9,42.31256,-71.08868,-7.655,0,478.215,0.18953,86.308,4,1999
Lesley Gore,It's My Party,brill building pop,5014,0.389100776,0.428,0.428,140.2771,0.131,0.606925359,9,40.71455,-74.00712,-7.541,1,129.997,0.18774,129.161,1,1963
Gene Pitney,For Me This Is Happy,brill building pop,5015,0.396596275,0.26854,0.26854,146.9122,0.194,0.556410013,10,41.76332,-72.67407,-13.254,1,140.167,0.26854,79.112,3,0
Inspiral Carpets,Keep The Circle Around,indie rock,5016,0.398547535,0.71741,0.29572,230.05995,1.071,0.605109702,10,53.4796,-2.24881,-4.134,0,211.348,0.0854,150.226,4,1999
Ennio Morricone,Sporco Ma Distinto,easy listening,5017,0.526846925,0.09375,0.09375,118.33424,0.386,0.736440741,9,37.15735675,-63.93335787,-11.008,0,109.993,0.09375,87.153,1,1983
Johnny Daye,What'll I Do For Satisfaction (LP Version),blue-eyed soul,5018,0.2543565,1.36254,0.32211,176.90077,0.253,0.410850088,11,37.15735675,-63.93335787,-11.323,0,167.189,0.32211,118.563,4,0
Stephen Warbeck,Birth Of The Falls,soundtrack,5019,0.351652334,1.62253,0.57096,123.68934,0.474,0.510208284,9,37.15735675,-63.93335787,-16.039,0,111.137,0.57096,116.259,4,2003
An Cafe,Portraying Light With Rainbow Colored Crayon,dance rock,5020,0.3138666,0.53033,0.53033,310.12526,0.328,0.455371855,9,37.15735675,-63.93335787,-4.802,0,299.833,0.3343,148.991,4,0
